frequency,FFTpower
110.62685,7.97E-10
110.67431,9.73E-10
110.72177,9.40E-09
110.76923,1.07E-09
110.81669,9.46E-10
110.86415,6.08E-11
110.91161,3.33E-09
110.95907,1.47E-09
111.00653,1.11E-09
111.05398,1.60E-11
111.10144,2.72E-09
111.1489,3.22E-09
111.19636,1.07E-09
111.24382,3.42E-09
111.29128,4.22E-09
111.33874,2.64E-10
111.3862,7.72E-10
111.43366,2.65E-09
111.48112,5.91E-10
111.52857,8.29E-10
111.57603,1.72E-09
111.62349,3.23E-09
111.67095,1.73E-09
111.71841,2.69E-10
111.76587,5.86E-09
111.81333,2.18E-10
111.86079,1.24E-09
111.90825,5.80E-09
111.9557,1.12E-09
112.00316,2.59E-10
112.05062,5.37E-09
112.09808,1.42E-09
112.14554,6.73E-09
112.193,1.52E-09
112.24046,4.74E-09
112.28792,7.66E-10
112.33538,2.77E-10
112.38284,1.38E-08
112.43029,4.45E-09
112.47775,1.86E-09
112.52521,4.62E-09
112.57267,2.34E-09
112.62013,4.21E-09
112.66759,9.50E-09
112.71505,4.00E-09
112.76251,3.14E-10
112.80997,5.87E-10
112.85743,7.60E-10
112.90488,5.83E-12
112.95234,9.48E-10
112.9998,6.42E-10
113.04726,1.43E-09
113.09472,3.43E-09
113.14218,1.20E-09
113.18964,7.84E-10
113.2371,2.28E-09
113.28456,1.41E-10
113.33202,1.23E-09
113.37947,1.14E-10
113.42693,5.82E-10
113.47439,2.08E-09
113.52185,2.12E-09
113.56931,1.16E-09
113.61677,1.48E-09
113.66423,1.83E-09
113.71169,3.31E-10
113.75915,2.41E-09
113.8066,2.85E-09
113.85406,5.95E-10
113.90152,6.45E-10
113.94898,5.44E-10
113.99644,6.87E-09
114.0439,1.13E-09
114.09136,1.17E-09
114.13882,1.38E-09
114.18628,1.26E-09
114.23374,3.05E-09
114.28119,3.19E-11
114.32865,7.60E-09
114.37611,2.47E-10
114.42357,2.87E-10
114.47103,1.71E-10
114.51849,7.99E-09
114.56595,2.78E-09
114.61341,5.92E-10
114.66087,1.06E-09
114.70833,1.10E-10
114.75578,4.95E-10
114.80324,3.00E-10
114.8507,2.97E-09
114.89816,1.49E-09
114.94562,3.44E-09
114.99308,4.02E-10
115.04054,1.40E-09
115.088,5.54E-09
115.13546,2.72E-09
115.18291,3.51E-10
115.23037,6.12E-10
115.27783,2.16E-09
115.32529,3.06E-09
115.37275,1.32E-09
115.42021,4.22E-10
115.46767,3.57E-10
115.51513,2.52E-09
115.56259,4.13E-09
115.61005,1.61E-09
115.6575,9.07E-09
115.70496,2.29E-09
115.75242,2.54E-09
115.79988,4.43E-10
115.84734,5.34E-09
115.8948,2.62E-09
115.94226,1.06E-09
115.98972,1.61E-10
116.03718,2.62E-10
116.08464,1.79E-09
116.13209,2.23E-09
116.17955,1.35E-09
116.22701,8.78E-10
116.27447,1.19E-09
116.32193,1.70E-08
116.36939,1.00E-08
116.41685,1.88E-09
116.46431,2.19E-09
116.51177,1.48E-09
116.55922,1.18E-09
116.60668,8.37E-11
116.65414,2.49E-10
116.7016,7.63E-10
116.74906,1.09E-09
116.79652,1.69E-10
116.84398,6.46E-10
116.89144,3.11E-09
116.9389,2.95E-09
116.98636,8.64E-10
117.03381,1.35E-09
117.08127,2.30E-09
117.12873,2.44E-09
117.17619,4.88E-09
117.22365,4.46E-09
117.27111,1.65E-09
117.31857,1.41E-09
117.36603,7.63E-09
117.41349,8.98E-10
117.46095,1.16E-09
117.5084,4.32E-10
117.55586,1.14E-09
117.60332,2.22E-09
117.65078,3.66E-09
117.69824,8.12E-09
117.7457,3.42E-09
117.79316,5.61E-10
117.84062,2.10E-09
117.88808,5.95E-09
117.93553,4.48E-09
117.98299,1.14E-09
118.03045,2.49E-09
118.07791,3.61E-09
118.12537,6.03E-09
118.17283,1.81E-09
118.22029,1.66E-09
118.26775,5.92E-09
118.31521,3.21E-10
118.36267,6.24E-09
118.41012,7.86E-10
118.45758,1.33E-09
118.50504,5.55E-10
118.5525,1.04E-09
118.59996,1.97E-10
118.64742,5.51E-09
118.69488,2.39E-10
118.74234,1.33E-09
118.7898,2.13E-09
118.83726,5.70E-10
118.88471,7.28E-10
118.93217,5.39E-10
118.97963,7.25E-10
119.02709,9.35E-09
119.07455,6.76E-10
119.12201,6.19E-09
119.16947,2.80E-09
119.21693,5.87E-10
119.26439,1.40E-10
119.31184,9.07E-10
119.3593,3.28E-09
119.40676,4.64E-09
119.45422,6.44E-10
119.50168,7.86E-09
119.54914,3.24E-09
119.5966,5.85E-10
119.64406,1.97E-09
119.69152,3.79E-09
119.73898,7.94E-11
119.78643,4.15E-09
119.83389,6.86E-09
119.88135,3.25E-08
119.92881,6.74E-10
119.97627,5.96E-09
