frequency (Hz),transfer function (arb. units),fit,Crest 1
105.4151,0.33361,0.06453,
105.43886,0.33468,0.0645,
105.46262,0.33504,0.06446,
105.48637,0.33471,0.06443,
105.51013,0.33394,0.0644,
105.53388,0.33291,0.06437,
105.55764,0.33158,0.06434,
105.5814,0.33001,0.06431,
105.60515,0.32827,0.06428,
105.62891,0.32634,0.06425,
105.65266,0.32424,0.06422,
105.67642,0.32202,0.06419,
105.70018,0.3196,0.06416,
105.72393,0.31705,0.06413,
105.74769,0.31455,0.0641,
105.77144,0.31224,0.06407,
105.7952,0.3103,0.06404,
105.81895,0.30889,0.064,
105.84271,0.30796,0.06397,
105.86647,0.30744,0.06394,
105.89022,0.30745,0.06391,
105.91398,0.30788,0.06388,
105.93773,0.30848,0.06385,
105.96149,0.30897,0.06382,
105.98525,0.30916,0.06379,
106.009,0.30906,0.06376,
106.03276,0.30852,0.06373,
106.05651,0.3075,0.0637,
106.08027,0.3062,0.06367,
106.10403,0.30467,0.06364,
106.12778,0.30313,0.06361,
106.15154,0.30177,0.06358,
106.17529,0.30072,0.06355,
106.19905,0.30011,0.06352,
106.22281,0.29986,0.06349,
106.24656,0.29994,0.06346,
106.27032,0.30029,0.06343,
106.29407,0.30058,0.0634,
106.31783,0.30061,0.06337,
106.34159,0.3,0.06334,
106.36534,0.29851,0.06331,
106.3891,0.29622,0.06328,
106.41285,0.2936,0.06325,
106.43661,0.29103,0.06322,
106.46037,0.28875,0.06319,
106.48412,0.28692,0.06316,
106.50788,0.28549,0.06313,
106.53163,0.28463,0.0631,
106.55539,0.28437,0.06307,
106.57914,0.28461,0.06304,
106.6029,0.28536,0.06301,
106.62666,0.28661,0.06298,
106.65041,0.28818,0.06295,
106.67417,0.29001,0.06292,
106.69792,0.29193,0.06289,
106.72168,0.29379,0.06286,
106.74544,0.29549,0.06283,
106.76919,0.29695,0.0628,
106.79295,0.2981,0.06277,
106.8167,0.29894,0.06274,
106.84046,0.2997,0.06271,
106.86422,0.30052,0.06268,
106.88797,0.30147,0.06265,
106.91173,0.30268,0.06262,
106.93548,0.30429,0.0626,
106.95924,0.30626,0.06257,
106.983,0.30851,0.06254,
107.00675,0.31099,0.06251,
107.03051,0.31361,0.06248,
107.05426,0.31616,0.06245,
107.07802,0.31849,0.06242,
107.10178,0.32048,0.06239,
107.12553,0.32213,0.06236,
107.14929,0.32365,0.06233,
107.17304,0.32526,0.0623,
107.1968,0.32707,0.06227,
107.22056,0.32903,0.06224,
107.24431,0.33104,0.06221,
107.26807,0.33284,0.06218,
107.29182,0.33427,0.06216,
107.31558,0.33516,0.06213,
107.33933,0.33532,0.0621,
107.36309,0.33476,0.06207,
107.38685,0.33383,0.06204,
107.4106,0.33284,0.06201,
107.43436,0.33191,0.06198,
107.45811,0.33128,0.06195,
107.48187,0.33112,0.06192,
107.50563,0.33141,0.06189,
107.52938,0.33227,0.06186,
107.55314,0.33366,0.06184,
107.57689,0.33538,0.06181,
107.60065,0.33721,0.06178,
107.62441,0.33904,0.06175,
107.64816,0.34088,0.06172,
107.67192,0.34265,0.06169,
107.69567,0.34426,0.06166,
107.71943,0.34565,0.06163,
107.74319,0.34678,0.06161,
107.76694,0.34736,0.06158,
107.7907,0.34767,0.06155,
107.81445,0.34797,0.06152,
107.83821,0.34801,0.06149,
107.86197,0.34793,0.06146,
107.88572,0.34797,0.06143,
107.90948,0.34823,0.0614,
107.93323,0.34865,0.06138,
107.95699,0.34903,0.06135,
107.98075,0.34942,0.06132,
108.0045,0.34974,0.06129,
108.02826,0.34977,0.06126,
108.05201,0.34952,0.06123,
108.07577,0.3493,0.0612,
108.09952,0.34898,0.06118,
108.12328,0.34846,0.06115,
108.14704,0.34807,0.06112,
108.17079,0.34776,0.06109,
108.19455,0.34747,0.06106,
108.2183,0.34717,0.06103,
108.24206,0.34684,0.06101,
108.26582,0.3463,0.06098,
108.28957,0.34531,0.06095,
108.31333,0.34378,0.06092,
108.33708,0.3419,0.06089,
108.36084,0.33973,0.06086,
108.3846,0.337,0.06084,
108.40835,0.33402,0.06081,
108.43211,0.33088,0.06078,
108.45586,0.32776,0.06075,
108.47962,0.32495,0.06072,
108.50338,0.32259,0.0607,
108.52713,0.32071,0.06067,
108.55089,0.31924,0.06064,
108.57464,0.31806,0.06061,
108.5984,0.31721,0.06058,
108.62216,0.31676,0.06055,
108.64591,0.31656,0.06053,
108.66967,0.31631,0.0605,
108.69342,0.31593,0.06047,
108.71718,0.31555,0.06044,
108.74094,0.31517,0.06041,
108.76469,0.31494,0.06039,
108.78845,0.31493,0.06036,
108.8122,0.31519,0.06033,
108.83596,0.31557,0.0603,
108.85971,0.31573,0.06028,
108.88347,0.31554,0.06025,
108.90723,0.31484,0.06022,
108.93098,0.3133,0.06019,
108.95474,0.31082,0.06016,
108.97849,0.3074,0.06014,
109.00225,0.30316,0.06011,
109.02601,0.29833,0.06008,
109.04976,0.29332,0.06005,
109.07352,0.28851,0.06003,
109.09727,0.28423,0.06,
109.12103,0.2807,0.05997,
109.14479,0.27818,0.05994,
109.16854,0.27676,0.05992,
109.1923,0.27642,0.05989,
109.21605,0.27715,0.05986,
109.23981,0.27873,0.05983,
109.26357,0.28029,0.05981,
109.28732,0.28142,0.05978,
109.31108,0.28205,0.05975,
109.33483,0.28207,0.05972,
109.35859,0.2813,0.0597,
109.38235,0.27984,0.05967,
109.4061,0.27802,0.05964,
109.42986,0.27621,0.05961,
109.45361,0.27477,0.05959,
109.47737,0.27386,0.05956,
109.50113,0.27368,0.05953,
109.52488,0.27431,0.0595,
109.54864,0.27575,0.05948,
109.57239,0.27791,0.05945,
109.59615,0.2802,0.05942,
109.6199,0.28221,0.0594,
109.64366,0.28391,0.05937,
109.66742,0.28519,0.05934,
109.69117,0.28605,0.05931,
109.71493,0.28649,0.05929,
109.73868,0.28653,0.05926,
109.76244,0.28627,0.05923,
109.7862,0.28582,0.05921,
109.80995,0.28512,0.05918,
109.83371,0.28405,0.05915,
109.85746,0.28259,0.05912,
109.88122,0.28084,0.0591,
109.90498,0.27907,0.05907,
109.92873,0.27735,0.05904,
109.95249,0.27571,0.05902,
109.97624,0.27432,0.05899,
110,0.27329,0.05896,
