frequency (Hz),transfer function (arb. units),fit,Crest 1
43.07952,1.33171,0.5568,
43.10328,1.3316,0.55587,
43.12703,1.33114,0.55493,
43.15079,1.33026,0.554,
43.17454,1.32912,0.55308,
43.1983,1.32765,0.55215,
43.22206,1.32565,0.55123,
43.24581,1.32322,0.55031,
43.26957,1.32089,0.54939,
43.29332,1.3189,0.54848,
43.31708,1.31706,0.54757,
43.34084,1.31531,0.54666,
43.36459,1.31401,0.54575,
43.38835,1.31341,0.54485,
43.4121,1.31312,0.54395,
43.43586,1.31263,0.54305,
43.45961,1.31177,0.54215,
43.48337,1.31063,0.54125,
43.50713,1.30923,0.54036,
43.53088,1.30729,0.53947,
43.55464,1.30464,0.53859,
43.57839,1.30169,0.5377,
43.60215,1.29857,0.53682,
43.62591,1.29528,0.53594,
43.64966,1.29183,0.53506,
43.67342,1.2883,0.53419,
43.69717,1.2848,0.53331,
43.72093,1.28101,0.53244,
43.74469,1.27688,0.53157,
43.76844,1.27252,0.53071,
43.7922,1.26782,0.52985,
43.81595,1.26273,0.52898,
43.83971,1.25687,0.52813,
43.86347,1.2502,0.52727,
43.88722,1.24321,0.52642,
43.91098,1.2358,0.52556,
43.93473,1.22764,0.52471,
43.95849,1.21901,0.52387,
43.98225,1.21054,0.52302,
44.006,1.20249,0.52218,
44.02976,1.19522,0.52134,
44.05351,1.18851,0.5205,
44.07727,1.18229,0.51966,
44.10103,1.1771,0.51883,
44.12478,1.17271,0.518,
44.14854,1.16894,0.51717,
44.17229,1.16558,0.51634,
44.19605,1.1624,0.51552,
44.2198,1.15933,0.5147,
44.24356,1.1561,0.51387,
44.26732,1.15278,0.51306,
44.29107,1.14943,0.51224,
44.31483,1.14587,0.51143,
44.33858,1.14249,0.51061,
44.36234,1.139,0.5098,
44.3861,1.13543,0.509,
44.40985,1.13214,0.50819,
44.43361,1.12873,0.50739,
44.45736,1.12512,0.50659,
44.48112,1.12123,0.50579,
44.50488,1.11717,0.50499,
44.52863,1.1133,0.50419,
44.55239,1.10978,0.5034,
44.57614,1.10645,0.50261,
44.5999,1.10342,0.50182,
44.62366,1.1009,0.50103,
44.64741,1.09859,0.50025,
44.67117,1.0967,0.49947,
44.69492,1.09504,0.49869,
44.71868,1.09336,0.49791,
44.74244,1.09197,0.49713,
44.76619,1.09071,0.49636,
44.78995,1.08942,0.49558,
44.8137,1.08795,0.49481,
44.83746,1.08604,0.49404,
44.86122,1.08361,0.49328,
44.88497,1.08089,0.49251,
44.90873,1.07806,0.49175,
44.93248,1.07529,0.49099,
44.95624,1.07291,0.49023,
44.97999,1.07099,0.48947,
45.00375,1.06967,0.48872,
45.02751,1.06897,0.48796,
45.05126,1.0687,0.48721,
45.07502,1.06872,0.48646,
45.09877,1.06863,0.48571,
45.12253,1.06808,0.48497,
45.14629,1.06699,0.48423,
45.17004,1.06544,0.48348,
45.1938,1.06353,0.48274,
45.21755,1.06133,0.48201,
45.24131,1.05897,0.48127,
45.26507,1.0567,0.48054,
45.28882,1.0547,0.4798,
45.31258,1.05307,0.47907,
45.33633,1.05178,0.47834,
45.36009,1.05059,0.47762,
45.38385,1.04921,0.47689,
45.4076,1.04734,0.47617,
45.43136,1.04493,0.47545,
45.45511,1.04214,0.47473,
45.47887,1.03908,0.47401,
45.50263,1.03585,0.47329,
45.52638,1.03268,0.47258,
45.55014,1.02973,0.47186,
45.57389,1.02701,0.47115,
45.59765,1.02464,0.47044,
45.62141,1.02246,0.46974,
45.64516,1.02032,0.46903,
45.66892,1.01825,0.46833,
45.69267,1.01636,0.46763,
45.71643,1.01486,0.46693,
45.74019,1.01391,0.46623,
45.76394,1.01356,0.46553,
45.7877,1.01378,0.46484,
45.81145,1.01447,0.46414,
45.83521,1.01547,0.46345,
45.85896,1.01641,0.46276,
45.88272,1.01686,0.46207,
45.90648,1.01675,0.46138,
45.93023,1.01592,0.4607,
45.95399,1.01451,0.46002,
45.97774,1.01268,0.45933,
46.0015,1.01037,0.45865,
46.02526,1.00774,0.45798,
46.04901,1.00493,0.4573,
46.07277,1.00199,0.45662,
46.09652,0.99896,0.45595,
46.12028,0.9959,0.45528,
46.14404,0.9928,0.45461,
46.16779,0.9898,0.45394,
46.19155,0.98699,0.45327,
46.2153,0.98427,0.45261,
46.23906,0.98148,0.45194,
46.26282,0.97866,0.45128,
46.28657,0.97589,0.45062,
46.31033,0.9732,0.44996,
46.33408,0.97042,0.44931,
46.35784,0.96741,0.44865,
46.3816,0.96413,0.448,
46.40535,0.96066,0.44734,
46.42911,0.9572,0.44669,
46.45286,0.95382,0.44604,
46.47662,0.95039,0.44539,
46.50038,0.9469,0.44475,
46.52413,0.94359,0.4441,
46.54789,0.94057,0.44346,
46.57164,0.93792,0.44282,
46.5954,0.93553,0.44218,
46.61915,0.93332,0.44154,
46.64291,0.93133,0.4409,
46.66667,0.92939,0.44027,
46.69042,0.92747,0.43963,
46.71418,0.92547,0.439,
46.73793,0.9233,0.43837,
46.76169,0.92121,0.43774,
46.78545,0.91928,0.43711,
46.8092,0.91751,0.43648,
46.83296,0.9158,0.43586,
46.85671,0.91409,0.43523,
46.88047,0.91249,0.43461,
46.90423,0.91105,0.43399,
46.92798,0.90987,0.43337,
46.95174,0.90898,0.43275,
46.97549,0.90808,0.43214,
46.99925,0.90728,0.43152,
47.02301,0.90671,0.43091,
47.04676,0.90637,0.43029,
47.07052,0.90619,0.42968,
47.09427,0.90618,0.42907,
47.11803,0.90598,0.42847,
47.14179,0.90538,0.42786,
47.16554,0.90461,0.42725,
47.1893,0.90364,0.42665,
47.21305,0.90247,0.42605,
47.23681,0.90112,0.42545,
47.26057,0.89971,0.42485,
47.28432,0.89854,0.42425,
47.30808,0.89745,0.42365,
47.33183,0.89666,0.42306,
47.35559,0.89618,0.42246,
47.37934,0.89565,0.42187,
47.4031,0.89529,0.42128,
47.42686,0.89485,0.42069,
47.45061,0.89401,0.4201,
47.47437,0.89263,0.41951,
47.49812,0.89071,0.41893,
47.52188,0.8886,0.41834,
47.54564,0.88651,0.41776,
47.56939,0.88463,0.41718,
47.59315,0.88309,0.4166,
47.6169,0.88175,0.41602,
47.64066,0.8804,0.41544,
47.66442,0.87907,0.41486,
47.68817,0.87783,0.41429,
47.71193,0.87646,0.41371,
47.73568,0.87512,0.41314,
47.75944,0.87384,0.41257,
47.7832,0.87251,0.412,
47.80695,0.87111,0.41143,
47.83071,0.86945,0.41086,
47.85446,0.86755,0.4103,
47.87822,0.86537,0.40973,
47.90198,0.86294,0.40917,
47.92573,0.86068,0.4086,
47.94949,0.85885,0.40804,
47.97324,0.85746,0.40748,
47.997,0.85639,0.40692,
48.02076,0.85554,0.40637,
48.04451,0.85457,0.40581,
48.06827,0.85325,0.40526,
48.09202,0.85139,0.4047,
48.11578,0.84884,0.40415,
48.13953,0.8456,0.4036,
48.16329,0.84179,0.40305,
48.18705,0.83775,0.4025,
48.2108,0.83396,0.40195,
48.23456,0.83068,0.40141,
48.25831,0.82785,0.40086,
48.28207,0.82539,0.40032,
48.30583,0.82313,0.39977,
48.32958,0.82083,0.39923,
48.35334,0.81825,0.39869,
48.37709,0.81527,0.39815,
48.40085,0.81187,0.39761,
48.42461,0.80815,0.39708,
48.44836,0.80437,0.39654,
48.47212,0.80083,0.39601,
48.49587,0.79785,0.39547,
48.51963,0.7956,0.39494,
48.54339,0.79401,0.39441,
48.56714,0.79291,0.39388,
48.5909,0.79219,0.39335,
48.61465,0.79163,0.39283,
48.63841,0.791,0.3923,
48.66217,0.79018,0.39177,
48.68592,0.78911,0.39125,
48.70968,0.78783,0.39073,
48.73343,0.7864,0.39021,
48.75719,0.78482,0.38968,
48.78095,0.78308,0.38917,
48.8047,0.78123,0.38865,
48.82846,0.77919,0.38813,
48.85221,0.77679,0.38761,
48.87597,0.77405,0.3871,
48.89972,0.77093,0.38658,
48.92348,0.76738,0.38607,
48.94724,0.76344,0.38556,
48.97099,0.75928,0.38505,
48.99475,0.75506,0.38454,
49.0185,0.75094,0.38403,
49.04226,0.74695,0.38352,
49.06602,0.74308,0.38302,
49.08977,0.7395,0.38251,
49.11353,0.73632,0.38201,
49.13728,0.73353,0.38151,
49.16104,0.73113,0.38101,
49.1848,0.72903,0.3805,
49.20855,0.72703,0.38,
49.23231,0.72495,0.37951,
49.25606,0.72272,0.37901,
49.27982,0.7203,0.37851,
49.30358,0.71768,0.37802,
49.32733,0.71491,0.37752,
49.35109,0.71204,0.37703,
49.37484,0.70907,0.37654,
49.3986,0.70611,0.37605,
49.42236,0.70324,0.37556,
49.44611,0.70056,0.37507,
49.46987,0.69823,0.37458,
49.49362,0.69633,0.37409,
49.51738,0.69483,0.37361,
49.54114,0.69366,0.37312,
49.56489,0.69278,0.37264,
49.58865,0.69215,0.37215,
49.6124,0.69171,0.37167,
49.63616,0.69131,0.37119,
49.65991,0.69086,0.37071,
49.68367,0.69028,0.37023,
49.70743,0.68952,0.36975,
49.73118,0.68855,0.36928,
49.75494,0.6875,0.3688,
49.77869,0.68647,0.36833,
49.80245,0.68539,0.36785,
49.82621,0.6842,0.36738,
49.84996,0.68286,0.36691,
49.87372,0.68141,0.36644,
49.89747,0.67992,0.36597,
49.92123,0.67851,0.3655,
49.94499,0.67717,0.36503,
49.96874,0.67598,0.36456,
49.9925,0.67497,0.3641,
50.01625,0.67406,0.36363,
50.04001,0.67312,0.36317,
50.06377,0.6722,0.3627,
50.08752,0.67136,0.36224,
50.11128,0.67056,0.36178,
50.13503,0.66975,0.36132,
50.15879,0.66892,0.36086,
50.18255,0.66802,0.3604,
50.2063,0.66717,0.35995,
50.23006,0.66656,0.35949,
50.25381,0.66604,0.35903,
50.27757,0.66551,0.35858,
50.30133,0.66496,0.35812,
50.32508,0.66428,0.35767,
50.34884,0.6633,0.35722,
50.37259,0.66196,0.35677,
50.39635,0.6604,0.35632,
50.42011,0.65868,0.35587,
50.44386,0.65676,0.35542,
50.46762,0.65469,0.35497,
50.49137,0.65248,0.35453,
50.51513,0.6502,0.35408,
50.53888,0.64808,0.35364,
50.56264,0.64633,0.3532,
50.5864,0.64489,0.35275,
50.61015,0.6436,0.35231,
50.63391,0.6424,0.35187,
50.65766,0.64135,0.35143,
50.68142,0.64027,0.35099,
50.70518,0.63907,0.35055,
50.72893,0.6378,0.35012,
50.75269,0.63649,0.34968,
50.77644,0.63515,0.34924,
50.8002,0.63388,0.34881,
50.82396,0.6327,0.34837,
50.84771,0.63157,0.34794,
50.87147,0.63057,0.34751,
50.89522,0.62982,0.34708,
50.91898,0.62927,0.34665,
50.94274,0.62876,0.34622,
50.96649,0.62825,0.34579,
50.99025,0.6278,0.34536,
51.014,0.62735,0.34494,
51.03776,0.62683,0.34451,
51.06152,0.62623,0.34408,
51.08527,0.62542,0.34366,
51.10903,0.62428,0.34324,
51.13278,0.62286,0.34281,
51.15654,0.62135,0.34239,
51.1803,0.61983,0.34197,
51.20405,0.61835,0.34155,
51.22781,0.61694,0.34113,
51.25156,0.61571,0.34071,
51.27532,0.61471,0.3403,
51.29907,0.61392,0.33988,
51.32283,0.61333,0.33946,
51.34659,0.61295,0.33905,
51.37034,0.61282,0.33863,
51.3941,0.61301,0.33822,
51.41785,0.61357,0.33781,
51.44161,0.61451,0.3374,
51.46537,0.61579,0.33698,
51.48912,0.61729,0.33657,
51.51288,0.61893,0.33616,
51.53663,0.62061,0.33576,
51.56039,0.62229,0.33535,
51.58415,0.62392,0.33494,
51.6079,0.62543,0.33453,
51.63166,0.62682,0.33413,
51.65541,0.62812,0.33372,
51.67917,0.62939,0.33332,
51.70293,0.63067,0.33292,
51.72668,0.63206,0.33252,
51.75044,0.63368,0.33211,
51.77419,0.63556,0.33171,
51.79795,0.63773,0.33131,
51.82171,0.64015,0.33091,
51.84546,0.64275,0.33052,
51.86922,0.64541,0.33012,
51.89297,0.6479,0.32972,
51.91673,0.65003,0.32933,
51.94049,0.65168,0.32893,
51.96424,0.6528,0.32854,
51.988,0.65342,0.32814,
52.01175,0.65368,0.32775,
52.03551,0.65373,0.32736,
52.05926,0.65375,0.32697,
52.08302,0.65381,0.32657,
52.10678,0.65392,0.32618,
52.13053,0.65419,0.3258,
52.15429,0.65459,0.32541,
52.17804,0.65498,0.32502,
52.2018,0.65519,0.32463,
52.22556,0.65516,0.32425,
52.24931,0.65487,0.32386,
52.27307,0.65438,0.32348,
52.29682,0.65384,0.32309,
52.32058,0.65345,0.32271,
52.34434,0.65336,0.32233,
52.36809,0.65361,0.32194,
52.39185,0.65424,0.32156,
52.4156,0.65525,0.32118,
52.43936,0.65654,0.3208,
52.46312,0.65812,0.32042,
52.48687,0.65987,0.32005,
52.51063,0.66173,0.31967,
52.53438,0.66371,0.31929,
52.55814,0.66568,0.31892,
52.5819,0.66759,0.31854,
52.60565,0.66942,0.31817,
52.62941,0.6711,0.31779,
52.65316,0.67257,0.31742,
52.67692,0.67382,0.31705,
52.70068,0.67486,0.31667,
52.72443,0.67571,0.3163,
52.74819,0.6764,0.31593,
52.77194,0.67694,0.31556,
52.7957,0.67738,0.31519,
52.81945,0.67776,0.31483,
52.84321,0.67815,0.31446,
52.86697,0.67852,0.31409,
52.89072,0.67892,0.31373,
52.91448,0.67937,0.31336,
52.93823,0.67988,0.313,
52.96199,0.68039,0.31263,
52.98575,0.68089,0.31227,
53.0095,0.68135,0.31191,
53.03326,0.68172,0.31154,
53.05701,0.68195,0.31118,
53.08077,0.68203,0.31082,
53.10453,0.68196,0.31046,
53.12828,0.68182,0.3101,
53.15204,0.68164,0.30974,
53.17579,0.68139,0.30938,
53.19955,0.68103,0.30903,
53.22331,0.68054,0.30867,
53.24706,0.67988,0.30831,
53.27082,0.67893,0.30796,
53.29457,0.67762,0.3076,
53.31833,0.67596,0.30725,
53.34209,0.67419,0.3069,
53.36584,0.6725,0.30654,
53.3896,0.67092,0.30619,
53.41335,0.66959,0.30584,
53.43711,0.66853,0.30549,
53.46087,0.66771,0.30514,
53.48462,0.66712,0.30479,
53.50838,0.66658,0.30444,
53.53213,0.66606,0.30409,
53.55589,0.66555,0.30375,
53.57964,0.66503,0.3034,
53.6034,0.66448,0.30305,
53.62716,0.66386,0.30271,
53.65091,0.66312,0.30236,
53.67467,0.66222,0.30202,
53.69842,0.66118,0.30167,
53.72218,0.66003,0.30133,
53.74594,0.65883,0.30099,
53.76969,0.65766,0.30065,
53.79345,0.65655,0.3003,
53.8172,0.65556,0.29996,
53.84096,0.65464,0.29962,
53.86472,0.65371,0.29928,
53.88847,0.65269,0.29895,
53.91223,0.65157,0.29861,
53.93598,0.65035,0.29827,
53.95974,0.64896,0.29793,
53.9835,0.64738,0.2976,
54.00725,0.64572,0.29726,
54.03101,0.64418,0.29693,
54.05476,0.64278,0.29659,
54.07852,0.6415,0.29626,
54.10228,0.64036,0.29592,
54.12603,0.63938,0.29559,
54.14979,0.63866,0.29526,
54.17354,0.63837,0.29493,
54.1973,0.63864,0.2946,
54.22106,0.63952,0.29427,
54.24481,0.64085,0.29394,
54.26857,0.64249,0.29361,
54.29232,0.64439,0.29328,
54.31608,0.64648,0.29295,
54.33983,0.64869,0.29262,
54.36359,0.65095,0.2923,
54.38735,0.65325,0.29197,
54.4111,0.65558,0.29165,
54.43486,0.65794,0.29132,
54.45861,0.66023,0.291,
54.48237,0.66231,0.29067,
54.50613,0.66411,0.29035,
54.52988,0.66565,0.29003,
54.55364,0.66698,0.2897,
54.57739,0.66815,0.28938,
54.60115,0.66922,0.28906,
54.62491,0.67022,0.28874,
54.64866,0.6712,0.28842,
54.67242,0.67217,0.2881,
54.69617,0.67314,0.28778,
54.71993,0.67409,0.28747,
54.74369,0.67501,0.28715,
54.76744,0.6759,0.28683,
54.7912,0.67678,0.28651,
54.81495,0.67767,0.2862,
54.83871,0.67853,0.28588,
54.86247,0.67934,0.28557,
54.88622,0.68008,0.28525,
54.90998,0.6808,0.28494,
54.93373,0.68154,0.28463,
54.95749,0.68236,0.28431,
54.98125,0.68328,0.284,
55.005,0.68429,0.28369,
55.02876,0.68535,0.28338,
55.05251,0.68646,0.28307,
55.07627,0.68759,0.28276,
55.10003,0.68872,0.28245,
55.12378,0.68986,0.28214,
55.14754,0.69106,0.28183,
55.17129,0.69233,0.28153,
55.19505,0.69374,0.28122,
55.2188,0.69522,0.28091,
55.24256,0.6967,0.28061,
55.26632,0.69816,0.2803,
55.29007,0.69963,0.28,
55.31383,0.70115,0.27969,
55.33758,0.7028,0.27939,
55.36134,0.70462,0.27908,
55.3851,0.70659,0.27878,
55.40885,0.70869,0.27848,
55.43261,0.71083,0.27818,
55.45636,0.71292,0.27788,
55.48012,0.71492,0.27758,
55.50388,0.71675,0.27728,
55.52763,0.71845,0.27698,
55.55139,0.72001,0.27668,
55.57514,0.72146,0.27638,
55.5989,0.72289,0.27608,
55.62266,0.72431,0.27578,
55.64641,0.72578,0.27548,
55.67017,0.72729,0.27519,
55.69392,0.72869,0.27489,
55.71768,0.72989,0.2746,
55.74144,0.73077,0.2743,
55.76519,0.73125,0.27401,
55.78895,0.73131,0.27371,
55.8127,0.731,0.27342,
55.83646,0.73041,0.27313,
55.86022,0.72961,0.27283,
55.88397,0.72867,0.27254,
55.90773,0.72765,0.27225,
55.93148,0.72648,0.27196,
55.95524,0.72512,0.27167,
55.97899,0.72356,0.27138,
56.00275,0.72177,0.27109,
56.02651,0.71979,0.2708,
56.05026,0.71771,0.27051,
56.07402,0.71566,0.27022,
56.09777,0.71379,0.26994,
56.12153,0.71223,0.26965,
56.14529,0.7112,0.26936,
56.16904,0.7108,0.26908,
56.1928,0.711,0.26879,
56.21655,0.71179,0.2685,
56.24031,0.713,0.26822,
56.26407,0.71442,0.26794,
56.28782,0.71585,0.26765,
56.31158,0.7171,0.26737,
56.33533,0.71798,0.26709,
56.35909,0.71847,0.2668,
56.38285,0.71859,0.26652,
56.4066,0.71837,0.26624,
56.43036,0.71785,0.26596,
56.45411,0.71712,0.26568,
56.47787,0.71623,0.2654,
56.50163,0.71526,0.26512,
56.52538,0.71429,0.26484,
56.54914,0.71347,0.26456,
56.57289,0.71281,0.26428,
56.59665,0.71229,0.26401,
56.62041,0.71182,0.26373,
56.64416,0.7112,0.26345,
56.66792,0.71033,0.26318,
56.69167,0.70912,0.2629,
56.71543,0.7075,0.26263,
56.73918,0.70554,0.26235,
56.76294,0.70343,0.26208,
56.7867,0.70135,0.2618,
56.81045,0.69943,0.26153,
56.83421,0.69776,0.26126,
56.85796,0.69634,0.26098,
56.88172,0.69522,0.26071,
56.90548,0.69438,0.26044,
56.92923,0.69378,0.26017,
56.95299,0.69333,0.2599,
56.97674,0.69298,0.25963,
57.0005,0.69277,0.25936,
57.02426,0.69264,0.25909,
57.04801,0.69251,0.25882,
57.07177,0.69245,0.25855,
57.09552,0.69242,0.25828,
57.11928,0.69236,0.25802,
57.14304,0.69234,0.25775,
57.16679,0.69237,0.25748,
57.19055,0.6921,0.25722,
57.2143,0.69142,0.25695,
57.23806,0.69027,0.25669,
57.26182,0.6886,0.25642,
57.28557,0.68641,0.25616,
57.30933,0.68376,0.25589,
57.33308,0.68084,0.25563,
57.35684,0.67787,0.25537,
57.3806,0.67505,0.2551,
57.40435,0.67244,0.25484,
57.42811,0.6701,0.25458,
57.45186,0.66799,0.25432,
57.47562,0.66603,0.25406,
57.49937,0.66413,0.2538,
57.52313,0.66222,0.25354,
57.54689,0.66027,0.25328,
57.57064,0.65823,0.25302,
57.5944,0.65597,0.25276,
57.61815,0.65347,0.2525,
57.64191,0.65072,0.25224,
57.66567,0.64772,0.25198,
57.68942,0.64453,0.25173,
57.71318,0.64114,0.25147,
57.73693,0.63762,0.25121,
57.76069,0.63405,0.25096,
57.78445,0.63057,0.2507,
57.8082,0.62732,0.25045,
57.83196,0.62444,0.25019,
57.85571,0.62203,0.24994,
57.87947,0.62014,0.24968,
57.90323,0.61876,0.24943,
57.92698,0.6178,0.24918,
57.95074,0.61715,0.24892,
57.97449,0.61658,0.24867,
57.99825,0.61588,0.24842,
58.02201,0.61482,0.24817,
58.04576,0.61327,0.24792,
58.06952,0.61124,0.24767,
58.09327,0.60881,0.24742,
58.11703,0.60617,0.24717,
58.14079,0.60345,0.24692,
58.16454,0.60077,0.24667,
58.1883,0.59821,0.24642,
58.21205,0.59576,0.24617,
58.23581,0.59337,0.24592,
58.25956,0.59094,0.24568,
58.28332,0.58842,0.24543,
58.30708,0.58581,0.24518,
58.33083,0.58314,0.24494,
58.35459,0.58048,0.24469,
58.37834,0.5779,0.24445,
58.4021,0.57543,0.2442,
58.42586,0.57309,0.24396,
58.44961,0.57082,0.24371,
58.47337,0.5686,0.24347,
58.49712,0.56637,0.24322,
58.52088,0.56404,0.24298,
58.54464,0.56154,0.24274,
58.56839,0.55884,0.2425,
58.59215,0.55591,0.24225,
58.6159,0.55274,0.24201,
58.63966,0.54934,0.24177,
58.66342,0.54573,0.24153,
58.68717,0.54196,0.24129,
58.71093,0.53806,0.24105,
58.73468,0.53403,0.24081,
58.75844,0.52989,0.24057,
58.7822,0.52566,0.24033,
58.80595,0.52139,0.24009,
58.82971,0.51712,0.23986,
58.85346,0.51289,0.23962,
58.87722,0.50873,0.23938,
58.90098,0.50465,0.23914,
58.92473,0.50065,0.23891,
58.94849,0.49678,0.23867,
58.97224,0.49311,0.23843,
58.996,0.48963,0.2382,
59.01975,0.4865,0.23796,
59.04351,0.48385,0.23773,
59.06727,0.48169,0.23749,
59.09102,0.4801,0.23726,
59.11478,0.47907,0.23703,
59.13853,0.47849,0.23679,
59.16229,0.47822,0.23656,
59.18605,0.47804,0.23633,
59.2098,0.47782,0.2361,
59.23356,0.47737,0.23586,
59.25731,0.47649,0.23563,
59.28107,0.47511,0.2354,
59.30483,0.47318,0.23517,
59.32858,0.47074,0.23494,
59.35234,0.4679,0.23471,
59.37609,0.46487,0.23448,
59.39985,0.46178,0.23425,
59.42361,0.45883,0.23402,
59.44736,0.45616,0.23379,
59.47112,0.45388,0.23356,
59.49487,0.45199,0.23334,
59.51863,0.45055,0.23311,
59.54239,0.44949,0.23288,
59.56614,0.44868,0.23265,
59.5899,0.44804,0.23243,
59.61365,0.44743,0.2322,
59.63741,0.44671,0.23198,
59.66117,0.44577,0.23175,
59.68492,0.44461,0.23153,
59.70868,0.44322,0.2313,
59.73243,0.44177,0.23108,
59.75619,0.44034,0.23085,
59.77994,0.43899,0.23063,
59.8037,0.43781,0.23041,
59.82746,0.43679,0.23018,
59.85121,0.43586,0.22996,
59.87497,0.43493,0.22974,
59.89872,0.43396,0.22951,
59.92248,0.43289,0.22929,
59.94624,0.43161,0.22907,
59.96999,0.43008,0.22885,
59.99375,0.42835,0.22863,
60.0175,0.42644,0.22841,
60.04126,0.42447,0.22819,
60.06502,0.42255,0.22797,
60.08877,0.42071,0.22775,
60.11253,0.41888,0.22753,
60.13628,0.41714,0.22731,
60.16004,0.41544,0.22709,
60.1838,0.41372,0.22688,
60.20755,0.41199,0.22666,
60.23131,0.41017,0.22644,
60.25506,0.40821,0.22622,
60.27882,0.40635,0.22601,
60.30258,0.40481,0.22579,
60.32633,0.40355,0.22558,
60.35009,0.40254,0.22536,
60.37384,0.40176,0.22514,
60.3976,0.40117,0.22493,
60.42136,0.40069,0.22472,
60.44511,0.4003,0.2245,
60.46887,0.39989,0.22429,
60.49262,0.39943,0.22407,
60.51638,0.39892,0.22386,
60.54014,0.39829,0.22365,
60.56389,0.39755,0.22343,
60.58765,0.39663,0.22322,
60.6114,0.3955,0.22301,
60.63516,0.39414,0.2228,
60.65891,0.39264,0.22259,
60.68267,0.39131,0.22237,
60.70643,0.39034,0.22216,
60.73018,0.38982,0.22195,
60.75394,0.38981,0.22174,
60.77769,0.39033,0.22153,
60.80145,0.39133,0.22132,
60.82521,0.39273,0.22111,
60.84896,0.3944,0.22091,
60.87272,0.39618,0.2207,
60.89647,0.39793,0.22049,
60.92023,0.39955,0.22028,
60.94399,0.40094,0.22007,
60.96774,0.40204,0.21987,
60.9915,0.40278,0.21966,
61.01525,0.40315,0.21945,
61.03901,0.40319,0.21924,
61.06277,0.40299,0.21904,
61.08652,0.40268,0.21883,
61.11028,0.40235,0.21863,
61.13403,0.40206,0.21842,
61.15779,0.40178,0.21822,
61.18155,0.40148,0.21801,
61.2053,0.40112,0.21781,
61.22906,0.40069,0.2176,
61.25281,0.40019,0.2174,
61.27657,0.39966,0.2172,
61.30033,0.39915,0.21699,
61.32408,0.39871,0.21679,
61.34784,0.39839,0.21659,
61.37159,0.39818,0.21639,
61.39535,0.39807,0.21618,
61.4191,0.39798,0.21598,
61.44286,0.39787,0.21578,
61.46662,0.39767,0.21558,
61.49037,0.39737,0.21538,
61.51413,0.39695,0.21518,
61.53788,0.39642,0.21498,
61.56164,0.39579,0.21478,
61.5854,0.3951,0.21458,
61.60915,0.39441,0.21438,
61.63291,0.39379,0.21418,
61.65666,0.39329,0.21398,
61.68042,0.39292,0.21378,
61.70418,0.39266,0.21359,
61.72793,0.3925,0.21339,
61.75169,0.39238,0.21319,
61.77544,0.39225,0.21299,
61.7992,0.39208,0.2128,
61.82296,0.39183,0.2126,
61.84671,0.39148,0.2124,
61.87047,0.391,0.21221,
61.89422,0.39041,0.21201,
61.91798,0.38973,0.21182,
61.94174,0.38902,0.21162,
61.96549,0.38833,0.21143,
61.98925,0.38771,0.21123,
62.013,0.38721,0.21104,
62.03676,0.38684,0.21084,
62.06052,0.38661,0.21065,
62.08427,0.38651,0.21046,
62.10803,0.38651,0.21026,
62.13178,0.38661,0.21007,
62.15554,0.38676,0.20988,
62.17929,0.38692,0.20968,
62.20305,0.38708,0.20949,
62.22681,0.38724,0.2093,
62.25056,0.38741,0.20911,
62.27432,0.38759,0.20892,
62.29807,0.38779,0.20873,
62.32183,0.38796,0.20854,
62.34559,0.38811,0.20835,
62.36934,0.38821,0.20816,
62.3931,0.38824,0.20797,
62.41685,0.38816,0.20778,
62.44061,0.38799,0.20759,
62.46437,0.38773,0.2074,
62.48812,0.38741,0.20721,
62.51188,0.38705,0.20702,
62.53563,0.38668,0.20683,
62.55939,0.38634,0.20664,
62.58315,0.38604,0.20646,
62.6069,0.38577,0.20627,
62.63066,0.38553,0.20608,
62.65441,0.38532,0.20589,
62.67817,0.38513,0.20571,
62.70193,0.38494,0.20552,
62.72568,0.38474,0.20534,
62.74944,0.38453,0.20515,
62.77319,0.38432,0.20496,
62.79695,0.3841,0.20478,
62.82071,0.38386,0.20459,
62.84446,0.3836,0.20441,
62.86822,0.38335,0.20422,
62.89197,0.3831,0.20404,
62.91573,0.38288,0.20386,
62.93948,0.38268,0.20367,
62.96324,0.38246,0.20349,
62.987,0.38222,0.20331,
63.01075,0.38191,0.20312,
63.03451,0.3815,0.20294,
63.05826,0.38097,0.20276,
63.08202,0.38029,0.20258,
63.10578,0.37948,0.20239,
63.12953,0.37858,0.20221,
63.15329,0.37763,0.20203,
63.17704,0.3767,0.20185,
63.2008,0.37582,0.20167,
63.22456,0.37504,0.20149,
63.24831,0.37438,0.20131,
63.27207,0.37382,0.20113,
63.29582,0.37331,0.20095,
63.31958,0.37286,0.20077,
63.34334,0.37243,0.20059,
63.36709,0.37201,0.20041,
63.39085,0.37161,0.20023,
63.4146,0.37128,0.20005,
63.43836,0.37105,0.19987,
63.46212,0.37094,0.1997,
63.48587,0.37092,0.19952,
63.50963,0.37097,0.19934,
63.53338,0.37103,0.19916,
63.55714,0.37107,0.19899,
63.5809,0.37104,0.19881,
63.60465,0.37093,0.19863,
63.62841,0.37074,0.19846,
63.65216,0.3705,0.19828,
63.67592,0.37022,0.1981,
63.69967,0.36992,0.19793,
63.72343,0.36961,0.19775,
63.74719,0.36931,0.19758,
63.77094,0.36899,0.1974,
63.7947,0.36863,0.19723,
63.81845,0.36826,0.19705,
